"district","distcode","commune","commcode","long","lat","type","pop_dens","clinic_id"
"Ambatofinandrahana","MG22202","Mangataboahangy","MG22202170",46.1913,-20.2658,"CSB2",132.390991210938,792
"Ambatofinandrahana","MG22202","Soavina","MG22202070",46.9143,-20.3832,"CSB2",1053.72326660156,793
"Fandriana","MG22204","Alakamisy Ambohimahazo","MG22204210",47.3836,-20.4744,"CSB2",436.455169677734,794
"Fandriana","MG22204","Ankarinoro","MG22204130",47.4832,-20.3267,"CSB2",176.401657104492,795
"Fandriana","MG22204","Betsimisotra","MG22204192",47.5133,-20.2848,"CSB2",104.005302429199,796
"Fandriana","MG22204","Fandriana","MG22204010",47.3835,-20.2483,"CSB2",1074.05432128906,797
"Fandriana","MG22204","Fiadanana","MG22204070",47.4003,-20.3404,"CSB2",352.262237548828,798
"Fandriana","MG22204","Imito","MG22204230",47.3323,-20.4209,"CSB2",398.173431396484,799
"Fandriana","MG22204","Mahazoarivo","MG22204170",47.4128,-20.3965,"CSB2",503.103881835938,800
"Fandriana","MG22204","Milamaina","MG22204030",47.3902,-20.2652,"CSB2",475.571868896484,801
"Fandriana","MG22204","Miarinavaratra","MG22204191",47.5,-20.2167,"CSB2",221.225738525391,802
"Fandriana","MG22204","Sahamadio Fisakana","MG22204050",47.4,-20.2981,"CSB2",632.82080078125,803
"Fandriana","MG22204","Sandrandahy","MG22204150",47.295,-20.3517,"CSB2",966.644958496094,804
"Fandriana","MG22204","Tatamalaza","MG22204110",47.4448,-20.2037,"CSB2",389.872314453125,805
"Manandriana","MG22223","Ambatomarina","MG22223171",47.0203,-20.5715,"CSB2",452.492279052734,806
"Manandriana","MG22223","Ambohimahazo","MG22223030",47.0728,-20.6917,"CSB2",316.309020996094,807
"Manandriana","MG22223","Ambohimilanja","MG22223070",47.0425,-20.702,"CSB2",318.679870605469,808
"Manandriana","MG22223","Ambohipo","MG22223090",47.0123,-20.8448,"CSB2",47.4816284179688,809
"Manandriana","MG22223","Ambovombe Centre","MG22223010",47.0769,-20.777,"CSB2",1071.77355957031,810
"Manandriana","MG22223","Anjoma Nandihizana","MG22223050",47.119,-20.8345,"CSB2",264.993286132812,811
"Manandriana","MG22223","Anjoman'ankona","MG22223110",47.1053,-20.6552,"CSB2",826.661010742188,812
"Manandriana","MG22223","Talata Vohimena","MG22223150",46.9673,-20.863,"CSB2",255.191650390625,813
"Manandriana","MG22223","Vinany Andakatanikely","MG22223130",47.0637,-20.6419,"CSB2",408.868316650391,814
"Farafangana","MG25213","Ambalatany","MG25213471",47.5861,-22.5368,"CSB2",1090.6533203125,815
"Farafangana","MG25213","Ambohimandroso","MG25213330",47.5033,-22.7455,"CSB2",103.168014526367,816
"Farafangana","MG25213","Amporoforo","MG25213190",47.795,-22.4546,"CSB2",137.565765380859,817
"Farafangana","MG25213","Ankarana Miraihina","MG25213350",47.6305,-23.0852,"CSB2",553.276672363281,818
"Farafangana","MG25213","Anosivelo","MG25213050",47.7882,-22.7405,"CSB2",593.015075683594,819
"Farafangana","MG25213","Anosy Tsararafa","MG25213070",47.8098,-22.7241,"CSB2",619.604797363281,820
"Farafangana","MG25213","Antseranambe","MG25213530",47.6463,-23.1704,"CSB2",311.664001464844,821
"Farafangana","MG25213","Beretra Bevoay","MG25213250",47.6038,-22.7223,"CSB2",621.010803222656,822
"Farafangana","MG25213","Efatsy","MG25213430",47.6102,-23.1128,"CSB2",306.496887207031,823
"Farafangana","MG25213","Etrotroka Atsimo","MG25213390",47.5885,-22.8899,"CSB2",617.302429199219,824
"Farafangana","MG25213","Evato","MG25213370",47.6872,-22.6161,"CSB2",170.021469116211,825
"Farafangana","MG25213","Farafangana","MG25213010",47.8311,-22.8228,"CSB2",8647.0771484375,826
"Farafangana","MG25213","Fenoarivo","MG25213510",47.5704,-23.1265,"CSB2",187.425964355469,827
"Befotaka","MG25222","Ranotsara Sud","MG25222051",46.6507,-23.7325,"CSB2",479.436553955078,828
"Midongy-Atsimo","MG25215","Andranolalina","MG25215031",46.9911,-23.4713,"CSB2",208.742660522461,829
"Midongy-Atsimo","MG25215","Ankazovelo","MG25215012",47.007,-23.6576,"CSB2",440.309356689453,830
"Midongy-Atsimo","MG25215","Ivondro","MG25215051",46.9578,-23.192,"CSB2",11.1227769851685,831
"Midongy-Atsimo","MG25215","Nosifeno","MG25215011",47.0158,-23.5869,"CSB2",1069.41784667969,832
"Midongy-Atsimo","MG25215","Soakibany","MG25215052",46.9615,-22.9283,"CSB2",287.867858886719,833
"Midongy-Atsimo","MG25215","Maliorano","MG25215032",47.0444,-23.3093,"CSB2",48.745044708252,834
"Vangaindrano","MG25214","Ambatolava","MG25214212",47.2889,-23.5728,"CSB2",30.8353157043457,835
"Vangaindrano","MG25214","Ambongo","MG25214211",47.2532,-23.4292,"CSB2",184.637161254883,836
"Vangaindrano","MG25214","Amparihy Est","MG25214331",47.333,-23.9721,"CSB2",68.1100006103516,837
"Vangaindrano","MG25214","Ampasimalemy","MG25214031",47.5644,-23.3335,"CSB2",415.252960205078,838
"Vangaindrano","MG25214","Ampataka","MG25214132",47.463,-23.3542,"CSB2",165.22575378418,839
"Vangaindrano","MG25214","Anilobe","MG25214112",47.4776,-23.1996,"CSB2",615.618469238281,840
"Antanambao Manampontsy","MG31311","Antanambao Manampontsy","MG31311010",48.5749,-19.4832,"CSB2",128.766403198242,841
"Antanambao Manampontsy","MG31311","Antanandehibe","MG31311070",48.3514,-19.6788,"CSB2",37.0348815917969,842
"Antanambao Manampontsy","MG31311","Mahela","MG31311030",48.4879,-19.4962,"CSB2",213.067794799805,843
"Antanambao Manampontsy","MG31311","Manakana","MG31311090",48.393,-19.7299,"CSB2",11.8464221954346,844
"Antanambao Manampontsy","MG31311","Saivaza","MG31311050",48.5853,-19.6645,"CSB2",36.0133094787598,845
"Mahanoro","MG31308","Ambodibonara","MG31308130",48.516,-20.3188,"CSB2",50.6838722229004,846
"Mahanoro","MG31308","Ambodiharina","MG31308050",48.7702,-20.0105,"CSB2",506.051330566406,847
"Mahanoro","MG31308","Ankazotsifantatra","MG31308150",48.5033,-19.9862,"CSB2",229.185211181641,848
"Mahanoro","MG31308","Betsizaraina","MG31308012",48.7557,-19.9609,"CSB2",1350.48046875,849
"Mahanoro","MG31308","Mahanoro","MG31308011",48.8084,-19.8969,"CSB2",1022.50836181641,850
"Mahanoro","MG31308","Manjakandriana","MG31308070",48.5711,-19.8079,"CSB2",79.4522399902344,851
"Mahanoro","MG31308","Masomeloka","MG31308090",48.6262,-20.2849,"CSB2",87.1638870239258,852
"Mahanoro","MG31308","Tsaravinany","MG31308030",48.6543,-19.7535,"CSB2",255.417892456055,853
"Mahanoro","MG31308","Mahanoro","MG31308011",48.8061,-19.8946,"CSB2",4772.27490234375,854
"Marolambo","MG31309","Ambalapaiso II","MG31309071",47.8886,-20.0223,"CSB2",489.0439453125,855
"Marolambo","MG31309","Ambatofisaka II","MG31309110",47.9041,-20.0671,"CSB2",225.869140625,856
"Marolambo","MG31309","Ambohimilanja","MG31309090",47.9418,-19.8429,"CSB2",10.3240766525269,857
"Marolambo","MG31309","Ambodinonoka","MG31309191",47.8096,-20.3597,"CSB2",136.353134155273,858
"Marolambo","MG31309","Ambodivoangy","MG31309072",47.8613,-20.0177,"CSB2",231.295761108398,859
"Marolambo","MG31309","Ambohimilanja","MG31309090",47.9795,-19.9344,"CSB2",242.236724853516,860
"Marolambo","MG31309","Andonabe Sud","MG31309050",48.1971,-19.9228,"CSB2",29.8933334350586,861
"Marolambo","MG31309","Androrangavola","MG31309131",47.92,-20.1595,"CSB2",210.325103759766,862
"Marolambo","MG31309","Anosiarivo I","MG31309132",47.902,-20.2041,"CSB2",134.110565185547,863
"Maevatanana","MG43404","Maevatanana II","MG43404031",47.1326,-17.0455,"CSB2",1.08558320999146,864
"Marolambo","MG31309","Betampona","MG31309031",48.0674,-20.2078,"CSB2",102.573936462402,865
"Mananjary","MG23209","Vohilava","MG23209230",48.0077,-21.0778,"CSB2",730.016052246094,866
"Mananjary","MG23209","Mananjary","MG23209010",48.334,-21.233,"CSB2",3434.9599609375,867
"Mananjary","MG23209","Mananjary","MG23209010",48.3458,-21.2374,"CSB2",5577.06494140625,868
"Vangaindrano","MG25214","Bevata","MG25214251",47.2766,-23.309,"CSB2",103.528388977051,869
"Vangaindrano","MG25214","Fenoambany","MG25214290",47.5491,-23.8267,"CSB2",481.706298828125,870
"Vangaindrano","MG25214","Iara","MG25214230",47.4423,-23.0813,"CSB2",54.4469108581543,871
"Vangaindrano","MG25214","Isahara","MG25214311",47.3559,-23.7214,"CSB2",42.3570861816406,872
"Vangaindrano","MG25214","Sandravinany","MG25214332",47.4406,-24.0393,"CSB2",629.682678222656,873
"Vangaindrano","MG25214","Karimbary","MG25214252",47.2533,-23.2261,"CSB2",18.5338573455811,874
"Vangaindrano","MG25214","Lohafary","MG25214131",47.4756,-23.2638,"CSB2",215.872192382812,875
"Vangaindrano","MG25214","Lopary","MG25214091",47.6708,-23.2011,"CSB2",321.861206054688,876
"Vangaindrano","MG25214","Manambondro","MG25214270",47.5447,-23.8006,"CSB2",1460.34912109375,877
"Vangaindrano","MG25214","Marokibo","MG25214172",47.5504,-23.6814,"CSB2",105.044456481934,878
"Vangaindrano","MG25214","Masianaka","MG25214152",47.5943,-23.5956,"CSB2",264.332672119141,879
"Vangaindrano","MG25214","Matanga","MG25214151",47.5523,-23.5231,"CSB2",289.972747802734,880
"Vangaindrano","MG25214","Ranomena","MG25214190",47.2672,-23.4245,"CSB2",310.452392578125,881
"Vangaindrano","MG25214","Soamanova","MG25214070",47.602,-23.2972,"CSB2",175.959487915039,882
"Vangaindrano","MG25214","Tsianofana","MG25214032",47.5444,-23.3801,"CSB2",169.340972900391,883
"Vangaindrano","MG25214","Tsiately","MG25214050",47.7025,-23.3172,"CSB2",86.5075454711914,884
"Vangaindrano","MG25214","Isahara","MG25214311",47.3359,-23.6575,"CSB2",40.8554763793945,885
"Vangaindrano","MG25214","Vohipaho","MG25214171",47.413,-23.6274,"CSB2",59.7845840454102,886
"Vangaindrano","MG25214","Vohipaho","MG25214171",47.5085,-23.5462,"CSB2",170.294616699219,887
"Vangaindrano","MG25214","Vohitrambo","MG25214111",47.5283,-23.2687,"CSB2",125.331611633301,888
"Vondrozo","MG25217","Ambohimana","MG25217090",47.3114,-22.5875,"CSB2",40.9946098327637,889
"Vondrozo","MG25217","Anandravy","MG25217013",47.3789,-22.9154,"CSB2",17.6281261444092,890
"Vondrozo","MG25217","Andakana","MG25217170",47.4575,-22.5265,"CSB2",91.3061904907227,891
"Vondrozo","MG25217","Antokonala","MG25217072",47.3984,-23.0044,"CSB2",26.0426330566406,892
"Vondrozo","MG25217","Iamonta","MG25217052",47.4175,-22.7239,"CSB2",42.8744163513184,893
"Vondrozo","MG25217","Ivato","MG25217130",47.2766,-22.4341,"CSB2",62.1776390075684,894
"Vondrozo","MG25217","Karianga","MG25217111",47.3724,-22.4275,"CSB2",1025.39465332031,895
"Vondrozo","MG25217","Mahatsinjo","MG25217030",47.4535,-22.8185,"CSB2",80.3668975830078,896
"Vondrozo","MG25217","Mahatsinjo","MG25217030",47.4491,-22.7336,"CSB2",240.386444091797,897
"Vondrozo","MG25217","Mahavelo","MG25217150",47.3729,-22.3713,"CSB2",125.847915649414,898
"Vondrozo","MG25217","Ambohimana","MG25217090",47.306,-22.6164,"CSB2",80.0128707885742,899
"Vondrozo","MG25217","Manambidala","MG25217012",47.2711,-22.733,"CSB2",169.328094482422,900
"Vondrozo","MG25217","Manato","MG25217112",47.4878,-22.4112,"CSB2",21.6965045928955,901
"Vondrozo","MG25217","Moroteza","MG25217191",47.193,-22.2881,"CSB2",328.9833984375,902
"Vondrozo","MG25217","Vohiboreka","MG25217192",47.2919,-22.3269,"CSB2",134.019943237305,903
"Vondrozo","MG25217","Vohimary","MG25217071",47.283,-22.9769,"CSB2",207.855941772461,904
"Vondrozo","MG25217","Vondrozo","MG25217011",47.3219,-22.8211,"CSB2",1573.45654296875,905
"Ihosy","MG24216","Ambatolahy","MG24216131",45.838,-22.487,"CSB2",16.9771900177002,906
"Ihosy","MG24216","Ambia","MG24216032",46.1912,-22.3678,"CSB2",38.479248046875,907
"Ihosy","MG24216","Analaliry","MG24216090",46.2291,-22.6136,"CSB2",96.8688812255859,908
"Ihosy","MG24216","Analavoka","MG24216210",46.4881,-22.544,"CSB2",75.8429183959961,909
"Ihosy","MG24216","Andiolava","MG24216192",45.6238,-22.5025,"CSB2",185.357086181641,910
"Ihosy","MG24216","Ankily","MG24216031",46.0995,-22.3862,"CSB2",356.449066162109,911
"Ihosy","MG24216","Ihosy","MG24216010",46.1378,-22.4044,"CSB2",1942.31823730469,912
"Ihosy","MG24216","Ilakaka","MG24216232",45.3472,-22.7681,"CSB2",116.884101867676,913
"Ihosy","MG24216","Menamaty Iloto","MG24216250",45.3823,-21.9624,"CSB2",160.284271240234,914
"Ihosy","MG24216","Irina","MG24216050",46.102,-22.4287,"CSB2",145.247955322266,915
"Ihosy","MG24216","Mahasoa","MG24216110",46.0944,-22.1966,"CSB2",1125.92626953125,916
"Ihosy","MG24216","Ranohira","MG24216231",45.4129,-22.5579,"CSB2",324.928955078125,917
"Ihosy","MG24216","Ranohira","MG24216231",45.2236,-22.695,"CSB2",3852.61352539062,918
"Ihosy","MG24216","Sahambano","MG24216070",46.2812,-22.4884,"CSB2",156.904357910156,919
"Ihosy","MG24216","Sakalalina","MG24216170",46.4817,-22.3405,"CSB2",92.3379898071289,920
"Ihosy","MG24216","Satrokala","MG24216191",45.7094,-22.3331,"CSB2",342.667694091797,921
"Ihosy","MG24216","Soamatasy","MG24216132",46.002,-22.668,"CSB2",2.49450969696045,922
"Ihosy","MG24216","Zazafotsy","MG24216151",46.363,-22.2092,"CSB2",66.6766662597656,923
"Iakora","MG24221","Begogo","MG24221050",46.7064,-23.4915,"CSB2",51.1913108825684,924
"Iakora","MG24221","Iakora","MG24221010",46.6601,-23.1005,"CSB2",777.645446777344,925
"Iakora","MG24221","Ranotsara Nord","MG24221030",46.5977,-22.804,"CSB2",233.536651611328,926
"Ivohibe","MG24218","Antambohobe","MG24218030",46.7749,-22.311,"CSB2",21.5286235809326,927
"Ivohibe","MG24218","Ivohibe","MG24218010",46.8847,-22.4835,"CSB2",706.797180175781,928
"Ivohibe","MG24218","Ivongo","MG24218070",47.0468,-22.4795,"CSB2",25.2027416229248,929
"Ivohibe","MG24218","Maropaika","MG24218050",46.9753,-22.7083,"CSB2",66.0441055297852,930
"Manakara Atsimo","MG23210","Ambahatrazo","MG23210153",47.8989,-21.8584,"CSB2",35.6349449157715,931
"Manakara Atsimo","MG23210","Ambahive","MG23210231",47.7409,-22.1906,"CSB2",679.745056152344,932
"Manakara Atsimo","MG23210","Ambalaroka","MG23210233",47.7304,-22.1518,"CSB2",1370.5,933
"Manakara Atsimo","MG23210","Ambalavero","MG23210410",47.804,-21.8117,"CSB2",139.475921630859,934
"Manakara Atsimo","MG23210","Ambandrika","MG23210232",47.7245,-22.2167,"CSB2",313.232604980469,935
"Manakara Atsimo","MG23210","Ambila","MG23210070",47.9657,-22.0025,"CSB2",251.894256591797,936
"Manakara Atsimo","MG23210","Amboanjo","MG23210171",47.8573,-22.0067,"CSB2",1140.18579101562,937
"Manakara Atsimo","MG23210","Amborondra","MG23210430",47.7768,-21.9151,"CSB2",466.879089355469,938
"Manakara Atsimo","MG23210","Ambotaka","MG23210312",48.0459,-21.7526,"CSB2",255.084991455078,939
"Manakara Atsimo","MG23210","Ampasimboraka","MG23210532",47.6363,-21.67,"CSB2",68.5197525024414,940
"Manakara Atsimo","MG23210","Ampasimpotsy Sud","MG23210490",47.7561,-21.9413,"CSB2",244.369232177734,941
"Manakara Atsimo","MG23210","Analavory","MG23210272",47.9598,-21.7151,"CSB2",37.1917915344238,942
"Manakara Atsimo","MG23210","Anorombato","MG23210172",47.7909,-22.0188,"CSB2",926.853881835938,943
"Manakara Atsimo","MG23210","Anosiala","MG23210052",48.0008,-22.0424,"CSB2",103.757926940918,944
"Manakara Atsimo","MG23210","Anteza","MG23210510",47.8712,-21.669,"CSB2",395.69775390625,945
"Manakara Atsimo","MG23210","Bekatra","MG23210291",47.7199,-22.1104,"CSB2",524.52392578125,946
"Manakara Atsimo","MG23210","Fenomby","MG23210390",47.774,-21.7677,"CSB2",449.117828369141,947
"Manakara Atsimo","MG23210","Vatana","MG23210212",47.7458,-22.2343,"CSB2",851.784912109375,948
"Manakara Atsimo","MG23210","Kianjanomby","MG23210472",47.8055,-21.7369,"CSB2",252.710479736328,949
"Manakara Atsimo","MG23210","Lokomby","MG23210211",47.7466,-22.1841,"CSB2",818.600891113281,950
"Manakara Atsimo","MG23210","Mahabako","MG23210451",47.7164,-21.7532,"CSB2",579.329223632812,951
"Manakara Atsimo","MG23210","Mahamaibe","MG23210471",47.891,-21.735,"CSB2",41.0343284606934,952
"Manakara Atsimo","MG23210","Manakara","MG23210010",48.0124,-22.1359,"CSB2",3596.38647460938,953
"Manakara Atsimo","MG23210","Mangatsiotra","MG23210032",47.9237,-22.1948,"CSB2",20.6798572540283,954
"Manakara Atsimo","MG23210","Marofarihy","MG23210051",47.9632,-22.0299,"CSB2",114.692192077637,955
"Manakara Atsimo","MG23210","Mavorano","MG23210330",47.9415,-21.7796,"CSB2",124.944061279297,956
"Manakara Atsimo","MG23210","Mitanty","MG23210271",47.9994,-21.7287,"CSB2",535.134826660156,957
"Manakara Atsimo","MG23210","Mizilo Gara","MG23210110",47.9194,-21.9269,"CSB2",326.906311035156,958
"Manakara Atsimo","MG23210","Nihaonana","MG23210313",47.9944,-21.7425,"CSB2",359.704193115234,959
"Manakara Atsimo","MG23210","Onilahy","MG23210452",47.6292,-21.7073,"CSB2",85.5262680053711,960
"Manakara Atsimo","MG23210","Sahanambohitra","MG23210152",47.8019,-21.8671,"CSB2",171.90380859375,961
"Manakara Atsimo","MG23210","Saharefo","MG23210531",47.6875,-21.6716,"CSB2",85.7492752075195,962
"Manakara Atsimo","MG23210","Sahasinaka","MG23210151",47.8332,-21.8103,"CSB2",816.02197265625,963
"Manakara Atsimo","MG23210","Sakoana","MG23210213",47.8131,-22.2079,"CSB2",301.718139648438,964
"Manakara Atsimo","MG23210","Sorombo","MG23210090",47.8643,-22.1436,"CSB2",78.5607604980469,965
"Manakara Atsimo","MG23210","Tataho","MG23210031",47.9734,-22.137,"CSB2",312.346160888672,966
"Manakara Atsimo","MG23210","Vinanitelo","MG23210292",47.7381,-22.0157,"CSB2",364.192626953125,967
"Manakara Atsimo","MG23210","Vohilava","MG23210370",47.8798,-21.7842,"CSB2",363.102508544922,968
"Manakara Atsimo","MG23210","Vohimanitra","MG23210250",47.6967,-21.704,"CSB2",406.318267822266,969
"Manakara Atsimo","MG23210","Vohimasina Nord","MG23210351",48.1136,-21.7728,"CSB2",83.7415466308594,970
"Manakara Atsimo","MG23210","Vohimasina Sud","MG23210352",48.1246,-21.7991,"CSB2",337.088806152344,971
"Manakara Atsimo","MG23210","Vohimasy","MG23210190",47.7938,-22.1054,"CSB2",695.610046386719,972
"Ifanadiana","MG23206","Ambohimanga Du Sud","MG23206130",47.593,-20.8771,"CSB2",517.821411132812,973
"Ifanadiana","MG23206","Ambohimiera","MG23206090",47.5099,-21.0534,"CSB2",66.4712142944336,974
"Ifanadiana","MG23206","Analampasina","MG23206150",47.5444,-20.8374,"CSB2",257.642303466797,975
"Ifanadiana","MG23206","Androrangavola","MG23206071",47.7178,-21.5029,"CSB2",207.345687866211,976
"Ifanadiana","MG23206","Antaretra","MG23206012",47.778,-21.3559,"CSB2",247.433563232422,977
"Ifanadiana","MG23206","Antsindra","MG23206110",47.7319,-20.9879,"CSB2",120.647262573242,978
"Ifanadiana","MG23206","Fasintsara","MG23206170",47.6922,-20.7176,"CSB2",147.239624023438,979
"Ifanadiana","MG23206","Ifanadiana","MG23206011",47.6375,-21.3016,"CSB2",1098.53894042969,980
"Ifanadiana","MG23206","Kelilalina","MG23206052",47.5537,-21.2875,"CSB2",349.311706542969,981
"Ifanadiana","MG23206","Maroharatra","MG23206190",47.7691,-20.7326,"CSB2",122.420837402344,982
"Ifanadiana","MG23206","Marotoko","MG23206072",47.7613,-21.5947,"CSB2",55.0553703308105,983
"Ifanadiana","MG23206","Ranomafana","MG23206051",47.4552,-21.2582,"CSB2",408.463562011719,984
"Ifanadiana","MG23206","Tsaratanana","MG23206030",47.6374,-21.1773,"CSB2",275.667816162109,985
"Maevatanana","MG43404","Ambalanjanakomby","MG43404131",47.0051,-16.7572,"CSB2",90.8418807983398,986
"Ikongo","MG23211","Ambatofotsy","MG23211031",47.4907,-21.7567,"CSB2",183.125122070312,987
"Ikongo","MG23211","Ambinanitromby","MG23211052",47.5229,-21.6758,"CSB2",256.801696777344,988
"Ikongo","MG23211","Ambohimisafy","MG23211092",47.5363,-21.4805,"CSB2",68.9396362304688,989
"Ikongo","MG23211","Ambolomadinika","MG23211012",47.42,-21.9234,"CSB2",85.1136169433594,990
"Ikongo","MG23211","Ankarimbelo","MG23211111",47.3293,-22.1337,"CSB2",993.131042480469,991
"Ikongo","MG23211","Belemoka","MG23211032",47.602,-21.8249,"CSB2",16.8271865844727,992
"Ikongo","MG23211","Ifanirea","MG23211071",47.4767,-22.1906,"CSB2",553.602600097656,993
"Ikongo","MG23211","Kalafotsy","MG23211113",47.3151,-22.2913,"CSB2",14.0972461700439,994
"Ikongo","MG23211","Manampatrana","MG23211051",47.582,-21.665,"CSB2",308.823791503906,995
"Ikongo","MG23211","Maromiandra","MG23211033",47.5211,-21.706,"CSB2",666.840148925781,996
"Ikongo","MG23211","Sahalanona","MG23211073",47.6202,-22.0556,"CSB2",46.3683090209961,997
"Ikongo","MG23211","Tanakambana","MG23211072",47.4782,-22.0729,"CSB2",378.331787109375,998
"Ikongo","MG23211","Tolongoina","MG23211091",47.5195,-21.5614,"CSB2",511.363403320312,999
"Ikongo","MG23211","Antodinga","MG23211112",47.415,-22.1495,"CSB2",164.803970336914,1000
"Mananjary","MG23209","Ambalahosy Nord","MG23209370",47.8782,-21.2982,"CSB2",163.694000244141,1001
"Mananjary","MG23209","Ambodinonoka","MG23209391",47.8921,-20.979,"CSB2",239.122604370117,1002
"Mananjary","MG23209","Ambohimiarina II","MG23209190",48.0114,-21.374,"CSB2",90.6103515625,1003
"Mananjary","MG23209","Ambohinihaonana","MG23209310",47.9104,-21.1964,"CSB2",601.284240722656,1004
"Mananjary","MG23209","Ambohitsara Est","MG23209252",48.4619,-20.8674,"CSB2",1140.99389648438,1005
"Mananjary","MG23209","Andonabe","MG23209290",47.9539,-21.4611,"CSB2",29.704870223999,1006
"Mananjary","MG23209","Andranambolava","MG23209210",48.2751,-20.9061,"CSB2",488.633270263672,1007
"Mananjary","MG23209","Andranomavo","MG23209332",48.2023,-20.9305,"CSB2",284.433624267578,1008
"Mananjary","MG23209","Ankatafana","MG23209032",48.2797,-21.4151,"CSB2",236.238952636719,1009
"Mananjary","MG23209","Anosimparihy","MG23209450",47.9933,-21.5052,"CSB2",218.320678710938,1010
"Mananjary","MG23209","Antsenavolo","MG23209150",48.0495,-21.392,"CSB2",466.611511230469,1011
"Mananjary","MG23209","Kianjavato","MG23209410",47.8659,-21.3808,"CSB2",184.607391357422,1012
"Mananjary","MG23209","Mahatsara Sud","MG23209050",48.2933,-21.1389,"CSB2",28.5169849395752,1013
"Mananjary","MG23209","Mahavoky Nord","MG23209270",48.3013,-20.8468,"CSB2",261.105560302734,1014
"Mananjary","MG23209","Mahela","MG23209251",48.4398,-20.9683,"CSB2",100.350952148438,1015
"Mananjary","MG23209","Manakana Nord","MG23209470",47.8488,-21.3249,"CSB2",295.627593994141,1016
"Mananjary","MG23209","Mananjary","MG23209010",48.3474,-21.2343,"CSB2",5577.06494140625,1017
"Mananjary","MG23209","Marofototra","MG23209331",48.1542,-20.8529,"CSB2",208.666458129883,1018
"Mananjary","MG23209","Marokarima","MG23209110",48.1395,-21.2216,"CSB2",158.996536254883,1019
"Mananjary","MG23209","Marosangy","MG23209170",48.2851,-21.0063,"CSB2",233.711013793945,1020
"Mananjary","MG23209","Morafeno","MG23209130",48.1803,-21.0975,"CSB2",637.981018066406,1021
"Mananjary","MG23209","Namorona","MG23209490",48.1838,-21.6389,"CSB2",952.2587890625,1022
"Mananjary","MG23209","Sandrohy","MG23209430",47.8952,-21.5988,"CSB2",338.753234863281,1023
"Mananjary","MG23209","Tsaravary","MG23209031",48.3005,-21.2465,"CSB2",1065.17175292969,1024
"Mananjary","MG23209","Tsiatosika","MG23209070",48.2264,-21.185,"CSB2",381.112243652344,1025
"Mananjary","MG23209","Vatohandrina","MG23209350",47.8425,-21.5534,"CSB2",44.091480255127,1026
"Port-Berge (Boriziny-Vaovao)","MG42409","Ambodisakoana","MG42409112",47.9692,-15.3926,"CSB2",116.479103088379,1027
"Port-Berge (Boriziny-Vaovao)","MG42409","Ambodivongo","MG42409172",48.2197,-15.6593,"CSB2",47.6698379516602,1028
"Port-Berge (Boriziny-Vaovao)","MG42409","Amparihy","MG42409092",47.7171,-15.7516,"CSB2",598.7138671875,1029
"Port-Berge (Boriziny-Vaovao)","MG42409","Andranomeva","MG42409091",47.7637,-15.7955,"CSB2",45.5203285217285,1030
"Port-Berge (Boriziny-Vaovao)","MG42409","Leanja","MG42409111",47.9151,-15.5431,"CSB2",235.34114074707,1031
"Port-Berge (Boriziny-Vaovao)","MG42409","Maevaranohely","MG42409132",47.1898,-15.8843,"CSB2",47.8778610229492,1032
"Port-Berge (Boriziny-Vaovao)","MG42409","Marovato","MG42409150",48.0767,-15.793,"CSB2",127.729705810547,1033
"Port-Berge (Boriziny-Vaovao)","MG42409","Port Berge","MG42409010",47.6259,-15.5646,"CSB2",1449.052734375,1034
"Port-Berge (Boriziny-Vaovao)","MG42409","Tsarahasina","MG42409050",47.5697,-15.7599,"CSB2",185.979644775391,1035
"Port-Berge (Boriziny-Vaovao)","MG42409","Tsaratanana I","MG42409032",47.8495,-15.6414,"CSB2",225.589340209961,1036
"Port-Berge (Boriziny-Vaovao)","MG42409","Tsiningia","MG42409070",47.4591,-15.4813,"CSB2",368.592468261719,1037
"Port-Berge (Boriziny-Vaovao)","MG42409","Tsinjomitondraka","MG42409131",47.1199,-15.66,"CSB2",36.9027862548828,1038
"Mampikony","MG42423","Ambodihazoambo","MG42423112",47.9161,-16.047,"CSB2",150.640594482422,1039
"Mampikony","MG42423","Ambohitoaka","MG42423051",47.6538,-16.0066,"CSB2",544.177978515625,1040
"Mampikony","MG42423","Ampasimatera","MG42423111",47.7362,-15.9378,"CSB2",2585.31176757812,1041
"Mampikony","MG42423","Bekoratsaka","MG42423071",47.4921,-16.1092,"CSB2",46.3850593566895,1042
"Mampikony","MG42423","Betaramahamay","MG42423073",47.4826,-15.9498,"CSB2",73.9512176513672,1043
"Mampikony","MG42423","Komajia","MG42423090",47.7913,-16.1992,"CSB2",99.0114212036133,1044
"Mampikony","MG42423","Malakialina","MG42423072",47.4202,-16.2786,"CSB2",453.357818603516,1045
"Mampikony","MG42423","Mampikony I","MG42423010",47.6469,-16.0933,"CSB2",3771.49487304688,1046
"Mampikony","MG42423","Mampikony II","MG42423030",47.5431,-16.284,"CSB2",73.2024841308594,1047
"Toamasina I","MG31301","Ankirihiry","MG31301005",49.4028,-18.1299,"CSB2",10009.3681640625,1048
"Toamasina I","MG31301","Ankirihiry","MG31301005",49.3942,-18.1419,"CSB2",31830.890625,1049
"Toamasina I","MG31301","Ambodimanga","MG31301001",49.4083,-18.1537,"CSB2",15106.5791015625,1050
"Toamasina I","MG31301","Anjoma","MG31301002",49.3927,-18.1735,"CSB2",4180.2392578125,1051
