X,Y,id_0,id,gid,objectid,code_reg,nom_fs,type,xcoor,ycoor,mdg_fkt_co,reg_code,dis_code,com_code,fkt_code,genre_fs,type_fs,nom_propre,ll_source,xcoor_autr,ycoor_autr,rectifie,nom_fs_tmp
44.0266000002899,-18.06019999983,84,83,83,83.000000000000000,43.000000000000000,CSB2 DISPENSAIRE AVOTRA,CSB2,44.026600000000002,-18.060199999999998,MDG44421010001,44,421,010,001,,,,,0.000000000000000,0.000000000000000,,DISPENSAIRE AVOTRA
44.0260999997154,-18.05239999986,85,84,84,84.000000000000000,43.000000000000000,CSB2 INFIRMERIE DE GARNISON,CSB2,44.026100000000000,-18.052399999999999,MDG44421010003,44,421,010,003,,,,,0.000000000000000,0.000000000000000,,INFIRMERIE DE GARNISON
48.7751999999802,-19.394499999775,86,85,85,85.000000000000000,51.000000000000000,CSB2 IAMBORANO,CSB2,48.775199999999998,-19.394500000000001,MDG31307092001,31,307,092,001,Public,Health Center,Iamborano,GPS,48.750000000000000,-19.416666700000000,,IAMBORANO
44.7005000003749,-23.04219999973,87,86,86,86.000000000000000,61.000000000000000,CSB1 ANTSOHA,CSB1,44.700499999999998,-23.042200000000001,MDG51512012002,51,512,012,002,Priv,,,,0.000000000000000,0.000000000000000,,ANTSOHA
44.5318999999852,-22.9118000000698,88,87,87,87.000000000000000,61.000000000000000,CSB2 PRIVE MAMY,CSB2,44.531900000000000,-22.911799999999999,MDG51512011001,51,512,011,001,Priv,,,,0.000000000000000,0.000000000000000,,PRIVE MAMY
45.3391000003649,-24.6586000000898,89,88,88,88.000000000000000,62.000000000000000,CSB1 MAROVAHO,CSB1,45.339100000000002,-24.658600000000000,MDG52518230030,52,518,230,030,Public,Health Post,Marovaho,Other,45.333333300000000,-24.649999999999999,,MAROVAHO
48.3889000003349,-17.3916999996551,90,89,89,89.000000000000000,52.000000000000000,CSB1 MIARINARIVO,CSB1,48.388900000000000,-17.391700000000000,MDG33312090011,33,312,090,011,Public,Health Post,Miarinarivo,GPS,48.250000000000000,-16.616666700000000,,MIARINARIVO
48.1693999999102,-17.7589999999499,91,90,90,90.000000000000000,52.000000000000000,CSB1 DISP CATHOLIQUE MORARANO CHROME,CSB1,48.169400000000003,-17.759000000000000,MDG33312071001,33,312,071,001,Public,Health Center,Morarano Chrome,GPS,48.166666700000000,-17.750000000000000,,DISP CATHOLIQUE MORARANO CHROME
48.4510999998653,-17.3851000001647,92,91,91,91.000000000000000,52.000000000000000,CSB2 DISP CATHOLIQUE TANAMBE,CSB2,48.451099999999997,-17.385100000000001,MDG33312111002,33,312,111,002,Public,Health Center,Tanambe,GPS,48.450000000000003,-17.366666700000000,,DISP CATHOLIQUE TANAMBE
44.9793999998103,-25.433899999785,93,92,92,92.000000000000000,62.000000000000000,CSB1 TRANOVAHO,CSB1,44.979399999999998,-25.433900000000001,MDG52513030022,52,513,030,022,Public,Health Post,Tranovaho,GPS,44.966666699999998,-25.300000000000001,,TRANOVAHO
45.6758999997853,-25.4400999997151,94,93,93,93.000000000000000,62.000000000000000,CSB2 ANJAPALY,CSB2,45.675899999999999,-25.440100000000001,MDG52514032002,52,514,032,002,Public,Health Center,Anjapaly,Encarta,45.633400000000002,-25.484000000000002,,ANJAPALY
45.5218999999852,-25.5177999999698,95,94,94,94.000000000000000,62.000000000000000,CSB1 ANTAVY,CSB1,45.521900000000002,-25.517800000000001,MDG52514031005,52,514,031,005,,,,,0.000000000000000,0.000000000000000,,ANTAVY
45.7242999996454,-25.2970999999649,96,95,95,95.000000000000000,62.000000000000000,CSB2 IMONGY,CSB2,45.724299999999999,-25.297100000000000,MDG52514072011,52,514,072,011,Public,Health Center,Imongy,GPS,45.733333299999998,-25.316666699999999,,IMONGY
45.382,-25.1425999995902,97,96,96,96.000000000000000,62.000000000000000,CSB1 ANJATOKA,CSB1,45.381999999999998,-25.142600000000002,MDG52514011039,52,514,011,039,Public,Health Post,Anjatoka,GPS,45.381965999999998,-25.142578000000000,TROUVE2UCASE,ANJATOKA
45.7110999997653,-25.4438000003695,98,97,97,97.000000000000000,62.000000000000000,CSB1 TALAKY-BAS,CSB1,45.711100000000002,-25.443800000000000,MDG52514071025,52,514,071,025,,,,,0.000000000000000,0.000000000000000,,TALAKY-BAS
